0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/js/bootstrap-timepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/js/jquery.jeditable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/js/bootstrap-modal.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/js/jquery-ui-1.10.2.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/css/bootstrap-datetimepicker.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/css/bootstrap-timepicker.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/js/bootstrap-modalmanager.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "GET /juddiv3/admin/img/logo2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:06:35 -0400] "POST /juddiv3/admin/ajax/advanced.jsp HTTP/1.1" 200 28
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:08:04 -0400] "GET /juddiv3/services HTTP/1.1" 200 8470
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:08:04 -0400] "GET /juddiv3/services/?stylesheet=1 HTTP/1.1" 200 367
0:0:0:0:0:0:0:1 - - [24/Oct/2019:15:08:04 -0400] "GET /favicon.ico HTTP/1.1" 200 21630
127.0.0.1 - - [24/Oct/2019:15:15:20 -0400] "GET /juddiv3/services/security/ HTTP/1.1" 500 271
127.0.0.1 - - [24/Oct/2019:15:18:11 -0400] "GET /juddiv3 HTTP/1.1" 302 -
127.0.0.1 - - [24/Oct/2019:15:18:12 -0400] "GET /juddiv3/ HTTP/1.1" 200 3396
127.0.0.1 - - [24/Oct/2019:15:20:59 -0400] "GET /juddiv3/services/security HTTP/1.1" 500 271
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:22:00 -0400] "GET /juddiv3/services/security?wsdl HTTP/1.1" 200 72643
0:0:0:0:0:0:0:1 - - [24/Oct/2019:15:22:00 -0400] "GET /favicon.ico HTTP/1.1" 200 21630
0:0:0:0:0:0:0:1 - - [24/Oct/2019:15:22:07 -0400] "GET /favicon.ico HTTP/1.1" 200 21630
127.0.0.1 - - [24/Oct/2019:15:22:18 -0400] "GET /juddiv3/services/security?wsdl HTTP/1.1" 200 72643
127.0.0.1 - - [24/Oct/2019:15:23:30 -0400] "POST /juddiv3/services/security HTTP/1.1" 200 581
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/ HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/home.jsp HTTP/1.1" 200 8397
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/css/bootstrap-timepicker.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/css/bootstrap-modal.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/css/ui-lightness/jquery-ui-1.10.2.custom.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/js/bootstrap-datetimepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/js/bootstrap-timepicker.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/js/bootstrap-modal.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/js/bootstrap-modalmanager.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/js/jquery.jeditable.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/js/jquery-1.9.1.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/css/bootstrap-responsive.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/js/jquery-ui-1.10.2.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/css/bootstrap-datetimepicker.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/js/i18n.js.jsp HTTP/1.1" 200 3063
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:29:58 -0400] "GET /juddiv3/admin/img/logo2.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - uddiadmin [24/Oct/2019:15:30:22 -0400] "GET /juddiv3/admin/admin.jsp HTTP/1.1" 200 40329
